,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
696,30Q575,Q,4,Q575,ACADEMY OF AMERICAN STUDIES,High school,1,30,30,28-04 41 AVENUE,NY,11101,ELLEN SHERMAN,718-361-8786,718-361-8832,"09,10,11,12,SE",QUEENS,28-04 41 AVENUE,1003,QUEENS,"-73.93748,40.75136",081,"28-04 41 AVENUE, QUEENS, NY, 11101",696,Non_Exact,Match,40.75136,-73.93748,"28 41ST AVE, LONG IS CITY, NY, 11101",R,NY,36,59696433,003300,11101
697,84Q705,Q,4,Q705,"RENAISSANCE CHARTER SCHOOL, THE",K-12 all grades,2,30,84,35-59 81ST STREET,NY,11372,Stacey Gauthier,718-803-0060,718-803-3785,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,35-59 81ST STREET,4000,QUEENS,"-73.88539,40.750515",081,"35-59 81ST STREET, QUEENS, NY, 11372",697,Non_Exact,Match,40.750515,-73.88539,"35 81ST ST, FLUSHING, NY, 11372",L,NY,36,59729853,028300,11372
698,30Q222,Q,4,Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SC,Early Childhood,1,30,30,86-15 37 AVENUE,NY,11372,YVONNE MARRERO,718-429-2563,718-429-3484,"PK,0K,01,02,SE",QUEENS,86-15 37 AVENUE,2001,QUEENS,"-73.88041,40.750164",081,"86-15 37 AVENUE, QUEENS, NY, 11372",698,Non_Exact,Match,40.750164,-73.88041,"86 37TH AVE, FLUSHING, NY, 11372",L,NY,36,59695520,027900,11372
699,26Q186,Q,4,Q186,P.S. 186 CASTLEWOOD,Elementary,1,26,26,252-12 72 AVENUE,NY,11426,Dolores Troy-Quinn,718-831-4021,718-831-4029,"PK,0K,01,02,03,04,05,SE",QUEENS,252-12 72 AVENUE,1002,QUEENS,"-73.7217,40.74998",081,"252-12 72 AVENUE, QUEENS, NY, 11426",699,Non_Exact,Match,40.74998,-73.7217,"252 72ND AVE, JAMAICA, NY, 11426",R,NY,36,634258243,155102,11426
700,75Q224,Q,4,Q224,P.S. Q224,K-8,1,26,75,252-12 72 AVENUE,NY,11426,DESMOND PARK,718-831-4024,718-831-4026,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,252-12 72 AVENUE,1002,QUEENS,"-73.7217,40.74998",081,"252-12 72 AVENUE, QUEENS, NY, 11426",700,Non_Exact,Match,40.74998,-73.7217,"252 72ND AVE, JAMAICA, NY, 11426",R,NY,36,634258243,155102,11426
701,25Q237,Q,4,Q237,I.S. 237,Junior High-Intermediate-Middle,1,25,25,46-21 COLDEN STREET,NY,11355,JUDITH FRIEDMAN,718-353-6464,718-460-6427,"06,07,08,SE",QUEENS,46-21 COLDEN STREET,3000,QUEENS,"-73.82212,40.74959",081,"46-21 COLDEN STREET, QUEENS, NY, 11355",701,Non_Exact,Match,40.74959,-73.82212,"46 COLDEN ST, FLUSHING, NY, 11355",L,NY,36,59709697,084500,11355
702,25Q281,Q,4,Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Secondary School,1,25,25,46-21 COLDEN STREET,NY,11355,Ben Sherman,718-353-0009,718-353-3772,"06,07,08,09,10,11,12,SE",QUEENS,46-21 COLDEN STREET,3000,QUEENS,"-73.82212,40.74959",081,"46-21 COLDEN STREET, QUEENS, NY, 11355",702,Non_Exact,Match,40.74959,-73.82212,"46 COLDEN ST, FLUSHING, NY, 11355",L,NY,36,59709697,084500,11355
703,24Q019,Q,4,Q019,P.S. 019 MARINO JEANTET,Elementary,1,24,24,98-02 ROOSEVELT AVENUE,NY,11368,GENIE CALIBAR,718-424-5859,718-424-7953,"0K,01,02,03,04,05,SE",QUEENS,98-02 ROOSEVELT AVENUE,3003,QUEENS,"-73.867424,40.74938",081,"98-02 ROOSEVELT AVENUE, QUEENS, NY, 11368",703,Non_Exact,Match,40.74938,-73.867424,"98 ROOSEVELT AVE, FLUSHING, NY, 11368",R,NY,36,59704598,040900,11368
704,30Q069,Q,4,Q069,P.S. 069 JACKSON HEIGHTS,Elementary,1,30,30,77-02 37 AVENUE,NY,11372,MARTHA VAZQUEZ,718-424-7700,718-458-6567,"PK,0K,01,02,03,04,05,SE",QUEENS,77-02 37 AVENUE,2001,QUEENS,"-73.888885,40.749264",081,"77-02 37 AVENUE, QUEENS, NY, 11372",704,Non_Exact,Match,40.749264,-73.888885,"77 37TH AVE, FLUSHING, NY, 11372",R,NY,36,640905755,028700,11372
705,26Q162,Q,4,Q162,P.S. 162 JOHN GOLDEN,Elementary,1,26,26,201-02 53 AVENUE,NY,11364,Joan Casale,718-423-8621,718-423-8647,"0K,01,02,03,04,05,SE",QUEENS,201-02 53 AVENUE,1003,QUEENS,"-73.777275,40.749023",081,"201-02 53 AVENUE, QUEENS, NY, 11364",705,Non_Exact,Match,40.749023,-73.777275,"201 53RD AVE, BAYSIDE, NY, 11364",R,NY,36,59715654,140901,11364
706,24Q016,Q,4,Q016,P.S. Q016,Elementary,1,24,24,41-15 104 STREET,NY,11368,ELAINE IODICE,718-505-0140,718-505-0141,"0K,01,02,03,04,05,SE",QUEENS,41-15 104 STREET,3000,QUEENS,"-73.86125,40.749016",081,"41-15 104 STREET, QUEENS, NY, 11368",706,Non_Exact,Match,40.749016,-73.86125,"41 104TH ST, FLUSHING, NY, 11368",L,NY,36,59704747,040300,11368
707,24Q307,Q,4,Q307,PIONEER ACADEMY,Early Childhood,1,24,24,40-20 100TH STREET,NY,11368,CECILIA JACKSON,718-779-5068,718-779-5109,"PK,0K,01,02,03,SE",QUEENS,40-20 100TH STREET,4001,QUEENS,"-73.8652,40.7489",081,"40-20 100TH STREET, QUEENS, NY, 11368",707,Non_Exact,Match,40.7489,-73.8652,"40 100TH ST, FLUSHING, NY, 11368",R,NY,36,59704600,040700,11368
708,30Q502,Q,4,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,High school,1,30,30,21-16 44TH ROAD,NY,11101,Dr. Nancy E. Casella,718-937-4270,718-937-5236,"09,10,11,12,SE",QUEENS,21-16 44TH ROAD,1042,QUEENS,"-73.94661,40.74875",081,"21-16 44TH ROAD, QUEENS, NY, 11101",708,Non_Exact,Match,40.74875,-73.94661,"21 44TH RD, LONG IS CITY, NY, 11101",R,NY,36,59691933,001900,11101
709,02M033,M,1,M033,P.S. 033 CHELSEA PREP,Elementary,1,2,2,281 9 AVENUE,NY,10001,LINORE LINDY,212-244-6426,212-629-6893,"PK,0K,01,02,03,04,05,SE",MANHATTAN,281 9 AVENUE,2002,MANHATTAN,"-73.99977,40.74864",061,"281 9 AVENUE, MANHATTAN, NY, 10001",709,Non_Exact,Match,40.74864,-73.99977,"281 9TH AVE, NEW YORK, NY, 10001",L,NY,36,59665477,009700,10001
710,26Q213,Q,4,Q213,P.S. 213 THE CARL ULLMAN SCHOOL,Elementary,1,26,26,231-02 67 AVENUE,NY,11364,Kathleen Driscoll,718-423-8747,718-423-8805,"PK,0K,01,02,03,04,05,SE",QUEENS,231-02 67 AVENUE,2000,QUEENS,"-73.745804,40.747734",081,"231-02 67 AVENUE, QUEENS, NY, 11364",710,Non_Exact,Match,40.747734,-73.745804,"231 67TH AVE, BAYSIDE, NY, 11364",R,NY,36,59717241,137700,11364
711,02M570,M,1,M570,SATELLITE ACADEMY HIGH SCHOOL,High school,1,2,2,120 WEST  30 STREET,NY,10001,STEVEN ZBAIDA,646-674-2800,,"09,10,11,12,SE",MANHATTAN,120 WEST  30 STREET,1000,MANHATTAN,"-73.99033,40.747574",061,"120 WEST  30 STREET, MANHATTAN, NY, 10001",711,Non_Exact,Match,40.747574,-73.99033,"120 W 30TH ST, NEW YORK, NY, 10001",L,NY,36,59653403,009500,10001
712,75Q023,Q,4,Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,K-12 all grades,1,26,75,74-03 COMMONWEALTH BOULEVARD,NY,11426,JACQUELINE JONES,718-264-4880,718-264-4836,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,74-03 COMMONWEALTH BOULEVARD,1000,QUEENS,"-73.727905,40.746784",081,"74-03 COMMONWEALTH BOULEVARD, QUEENS, NY, 11426",712,Non_Exact,Match,40.746784,-73.727905,"74 COMMONWEALTH BLVD, JAMAICA, NY, 11426",L,NY,36,639416757,156700,11426
713,02M500,M,1,M500,UNITY CENTER FOR URBAN TECHNOLOGIES,High school,1,2,2,111 EAST  33 STREET,NY,10016,FAUSTO DE LA ROSA,212-343-8038,212-343-8044,"09,10,11,12,SE",MANHATTAN,111 EAST  33 STREET,2000,MANHATTAN,"-73.98134,40.746216",061,"111 EAST  33 STREET, MANHATTAN, NY, 10016",713,Non_Exact,Match,40.746216,-73.98134,"111 E 33RD ST, NEW YORK, NY, 10016",L,NY,36,59654406,007200,10016
714,02M620,M,1,M620,NORMAN THOMAS HIGH SCHOOL,High school,1,2,2,111 EAST  33 STREET,NY,10016,PHILIP MARTIN JR,212-576-0500,212-545-9648,"09,10,11,12,SE",NEW YORK,111 EAST  33 STREET,2000,NEW YORK,"-73.98134,40.746216",061,"111 EAST  33 STREET, NEW YORK, NY, 10016",714,Exact,Match,40.746216,-73.98134,"111 E 33RD ST, NEW YORK, NY, 10016",L,NY,36,59654406,007200,10016
715,02M432,M,1,M432,MURRAY HILL ACADEMY,High school,1,2,2,111 EAST  33 STREET,NY,10016,Anita Manninen Felix,212-696-0195,212-696-2498,"09,11,12,SE",NEW YORK,111 EAST  33 STREET,2000,NEW YORK,"-73.98134,40.746216",061,"111 EAST  33 STREET, NEW YORK, NY, 10016",715,Exact,Match,40.746216,-73.98134,"111 E 33RD ST, NEW YORK, NY, 10016",L,NY,36,59654406,007200,10016
716,02M427,M,1,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,1,2,2,111 EAST  33 STREET,NY,10016,Siv Boletsis,718 935-4087,TBD,"09,SE",MANHATTAN,111 EAST  33 STREET,2000,MANHATTAN,"-73.98134,40.746216",061,"111 EAST  33 STREET, MANHATTAN, NY, 10016",716,Non_Exact,Match,40.746216,-73.98134,"111 E 33RD ST, NEW YORK, NY, 10016",L,NY,36,59654406,007200,10016
717,26Q266,Q,4,Q266,P.S. / I.S. 266,K-8,1,26,26,74-10 COMMONWEALTH BOULEVARD,NY,11426,NICOLE SCOTT,718-479-3920,718-479-2482,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,74-10 COMMONWEALTH BOULEVARD,1001,QUEENS,"-73.72745,40.745934",081,"74-10 COMMONWEALTH BOULEVARD, QUEENS, NY, 11426",717,Non_Exact,Match,40.745934,-73.72745,"74 COMMONWEALTH BLVD, JAMAICA, NY, 11426",R,NY,36,639416757,156700,11426
718,26Q046,Q,4,Q046,P.S. 046 ALLEY POND,Elementary,1,26,26,64-45 218 STREET,NY,11364,MARSHA GOLDBERG,718-423-8395,718-423-8472,"0K,01,02,03,04,05,SE",QUEENS,64-45 218 STREET,1007,QUEENS,"-73.758514,40.7457",081,"64-45 218 STREET, QUEENS, NY, 11364",718,Non_Exact,Match,40.7457,-73.758514,"64 218TH ST, BAYSIDE, NY, 11364",L,NY,36,59716118,136700,11364
719,25Q120,Q,4,Q120,P.S. 120 QUEENS,Elementary,1,25,25,58-01 136 STREET,NY,11355,JOAN MONROE,718-359-3390,718-460-4513,"PK,0K,01,02,03,04,05,SE",QUEENS,58-01 136 STREET,3003,QUEENS,"-73.82931,40.745575",081,"58-01 136 STREET, QUEENS, NY, 11355",719,Non_Exact,Match,40.745575,-73.82931,"58 136TH ST, FLUSHING, NY, 11355",L,NY,36,59709640,080301,11355
720,30Q150,Q,4,Q150,P.S. 150 QUEENS,Elementary,1,30,30,40-01 43 AVENUE,NY,11104,CARMEN PARACHE,718-784-2252,718-729-7823,"PK,0K,01,02,03,04,05,06,SE",QUEENS,40-01 43 AVENUE,1000,QUEENS,"-73.92384,40.74554",081,"40-01 43 AVENUE, QUEENS, NY, 11104",720,Non_Exact,Match,40.74554,-73.92384,"40 43RD AVE, SUNNYSIDE, NY, 11104",L,NY,36,59692416,018101,11104
721,24Q089,Q,4,Q089,P.S. 089 ELMHURST,Elementary,1,24,24,85-28 BRITTON AVENUE,NY,11373,CASPER CACIOPPO,718-898-2230,718-672-3066,"0K,01,02,03,04,05,SE",QUEENS,85-28 BRITTON AVENUE,3001,QUEENS,"-73.88059,40.745422",081,"85-28 BRITTON AVENUE, QUEENS, NY, 11373",721,Non_Exact,Match,40.745422,-73.88059,"85 BRITTON AVE, FLUSHING, NY, 11373",R,NY,36,59695545,027100,11373
722,30Q011,Q,4,Q011,P.S. 011 KATHRYN PHELAN,Elementary,1,30,30,54-25 SKILLMAN AVENUE,NY,11377,ANNA EFKARPIDES,718-779-2090,718-458-6362,"0K,01,02,03,04,05,06,SE",QUEENS,54-25 SKILLMAN AVENUE,1004,QUEENS,"-73.90854,40.74519",081,"54-25 SKILLMAN AVENUE, QUEENS, NY, 11377",722,Non_Exact,Match,40.74519,-73.90854,"54 SKILLMAN AVE, WOODSIDE, NY, 11377",L,NY,36,59738776,025100,11377
723,26Q074,Q,4,Q074,J.H.S. 074 NATHANIEL HAWTHORNE,Junior High-Intermediate-Middle,1,26,26,61-15 OCEANIA STREET,NY,11364,ANDREA DAPOLITO,718-631-6800,718-631-6899,"06,07,08,SE",QUEENS,61-15 OCEANIA STREET,4013,QUEENS,"-73.767395,40.7451",081,"61-15 OCEANIA STREET, QUEENS, NY, 11364",723,Non_Exact,Match,40.7451,-73.767395,"61 OCEANIA ST, BAYSIDE, NY, 11364",L,NY,36,59715848,136700,11364
724,24Q264,Q,4,Q264,ACADEMY OF FINANCE AND  ENTERPRISE,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,GILBERTO VEGA,718-389-3623,718-389-3724,"09,10,11,12,SE",QUEENS,30-20 THOMSON AVENUE,2016,QUEENS,"-73.9366,40.745094",081,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",724,Non_Exact,Match,40.745094,-73.9366,"30 THOMSON AVE, LONG IS CITY, NY, 11101",R,NY,36,59692182,017900,11101
725,24Q267,Q,4,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,DANIEL KORB,718-389-3163,718-389-3427,"09,10,11,12,SE",QUEENS,30-20 THOMSON AVENUE,2016,QUEENS,"-73.9366,40.745094",081,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",725,Non_Exact,Match,40.745094,-73.9366,"30 THOMSON AVE, LONG IS CITY, NY, 11101",R,NY,36,59692182,017900,11101
726,24Q299,Q,4,Q299,BARD HIGH SCHOOL EARLY COLLEGE II,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,VALERI THOMSON,718-361-3133,718-361-6742,"09,10,11,12",QUEENS,30-20 THOMSON AVENUE,2016,QUEENS,"-73.9366,40.745094",081,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",726,Non_Exact,Match,40.745094,-73.9366,"30 THOMSON AVE, LONG IS CITY, NY, 11101",R,NY,36,59692182,017900,11101
727,02M600,M,1,M600,"HIGH SCHOOL OF FASHION INDUSTRIES, THE",High school,1,2,2,225 WEST  24 STREET,NY,10011,Daryl Blank,212-255-1235,212-255-4756,"09,10,11,12,SE",MANHATTAN,225 WEST  24 STREET,2002,MANHATTAN,"-73.99588,40.74507",061,"225 WEST  24 STREET, MANHATTAN, NY, 10011",727,Non_Exact,Match,40.74507,-73.99588,"225 W 24TH ST, NEW YORK, NY, 10011",R,NY,36,634256971,009100,10011
728,26Q566,Q,4,Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",High school,1,26,26,74-20 COMMONWEALTH BLVD,NY,11426,ERIC CONTRERAS,718-736-7100,718-736-7125,"09,10,11,12,SE",QUEENS,74-20 COMMONWEALTH BLVD,1001,QUEENS,"-73.72695,40.74505",081,"74-20 COMMONWEALTH BLVD, QUEENS, NY, 11426",728,Non_Exact,Match,40.74505,-73.72695,"74 COMMONWEALTH BLVD, JAMAICA, NY, 11426",R,NY,36,639416757,156700,11426
729,24Q530,Q,4,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,High school,1,30,24,31-10 THOMSON AVENUE,NY,11101,LEE PAN,718-482-5455,718-392-6904,"09,10,11,12",QUEENS,31-10 THOMSON AVENUE,2014,QUEENS,"-73.93526,40.744938",081,"31-10 THOMSON AVENUE, QUEENS, NY, 11101",729,Non_Exact,Match,40.744938,-73.93526,"31 THOMSON AVE, LONG IS CITY, NY, 11101",R,NY,36,59692194,017900,11101
730,02M116,M,1,M116,P.S. 116 MARY LINDLEY MURRAY,Elementary,1,2,2,210 EAST  33 STREET,NY,10016,JANE HSU,212-685-4366,212-696-1009,"0K,01,02,03,04,05,SE",MANHATTAN,210 EAST  33 STREET,1001,MANHATTAN,"-73.97823,40.744892",061,"210 EAST  33 STREET, MANHATTAN, NY, 10016",730,Non_Exact,Match,40.744892,-73.97823,"210 E 33RD ST, NEW YORK, NY, 10016",R,NY,36,59654450,007000,10016
731,29Q208,Q,4,Q208,P.S. / I.S. 208,K-8,1,29,29,74-30 COMMONWEALTH BLVD,NY,11426,JAMES PHILEMY,718-468-6420,718-468-5054,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,74-30 COMMONWEALTH BLVD,1001,QUEENS,"-73.72671,40.744614",081,"74-30 COMMONWEALTH BLVD, QUEENS, NY, 11426",731,Non_Exact,Match,40.744614,-73.72671,"74 COMMONWEALTH BLVD, JAMAICA, NY, 11426",R,NY,36,639416744,156700,11426
732,02M011,M,1,M011,P.S. 011 WILLIAM T. HARRIS,Elementary,1,2,2,320 WEST  21 STREET,NY,10011,ROBERT BENDER,212-929-1743,212-989-7816,"PK,0K,01,02,03,04,05,SE",MANHATTAN,320 WEST  21 STREET,1000,MANHATTAN,"-74.00014,40.744305",061,"320 WEST  21 STREET, MANHATTAN, NY, 10011",732,Non_Exact,Match,40.744305,-74.00014,"320 W 21ST ST, NEW YORK, NY, 10011",L,NY,36,59662093,008900,10011
733,24Q610,Q,4,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,High school,1,24,24,45-30 36 STREET,NY,11101,DENO CHARALAMBOUS,718-361-2032,718-784-8654,"09,10,11,12,SE",QUEENS,45-30 36 STREET,2007,QUEENS,"-73.92893,40.74422",081,"45-30 36 STREET, QUEENS, NY, 11101",733,Non_Exact,Match,40.74422,-73.92893,"45 36TH ST, LONG IS CITY, NY, 11101",R,NY,36,59728739,017900,11101
734,26Q115,Q,4,Q115,P.S. 115 GLEN OAKS,Elementary,1,26,26,80-51 261 STREET,NY,11004,JAMES AMBROSE,718-831-4010,718-831-4014,"PK,0K,01,02,03,04,05,SE",QUEENS,80-51 261 STREET,2000,QUEENS,"-73.70985,40.7441",081,"80-51 261 STREET, QUEENS, NY, 11004",734,Non_Exact,Match,40.7441,-73.70985,"80 261ST ST, GLEN OAKS, NY, 11004",L,NY,36,59724510,157902,11004
735,24Q520,Q,4,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,High school,1,24,24,45-35 VAN DAM STREET,NY,11101,LINDA SIEGMUND,718-392-3330,718-392-3315,"09,10,11,12,SE",QUEENS,45-35 VAN DAM STREET,2012,QUEENS,"-73.93371,40.74404",081,"45-35 VAN DAM STREET, QUEENS, NY, 11101",735,Non_Exact,Match,40.74404,-73.93371,"45 VAN DAM ST, LONG IS CITY, NY, 11101",L,NY,36,59692199,017900,11101
736,24Q293,Q,4,Q293,CIVIC LEADERSHIP ACADEMY,High school,1,24,24,45-10 94TH STREET,NY,11373,PHUONG NGUYEN,718-271-1487,718-271-3408,"09,10,11,SE",QUEENS,45-10 94TH STREET,2002,QUEENS,"-73.870636,40.74376",081,"45-10 94TH STREET, QUEENS, NY, 11373",736,Non_Exact,Match,40.74376,-73.870636,"45 94TH ST, FLUSHING, NY, 11373",R,NY,36,59704435,046300,11373
737,24Q744,Q,4,Q744,VOYAGES PREPARATORY,High school,1,24,24,45-10 94TH STREET,NY,11373,JOAN KLINGSBERG,718-271-7851,718-271-8549,"09,10,11,12,SE",QUEENS,45-10 94TH STREET,2002,QUEENS,"-73.870636,40.74376",081,"45-10 94TH STREET, QUEENS, NY, 11373",737,Non_Exact,Match,40.74376,-73.870636,"45 94TH ST, FLUSHING, NY, 11373",R,NY,36,59704435,046300,11373
738,24Q296,Q,4,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,High school,1,24,24,45-10 94TH STREET,NY,11373,MARCELLA BARROS,718-271-3602,718-271-4041,"09,10,11,12",QUEENS,45-10 94TH STREET,2002,QUEENS,"-73.870636,40.74376",081,"45-10 94TH STREET, QUEENS, NY, 11373",738,Non_Exact,Match,40.74376,-73.870636,"45 94TH ST, FLUSHING, NY, 11373",R,NY,36,59704435,046300,11373
739,75Q177,Q,4,Q177,P.S. Q177,K-12 all grades,1,26,75,56-37 188 STREET,NY,11365,Kathy Posa,718-357-4650,718-357-3507,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,56-37 188 STREET,4007,QUEENS,"-73.78797,40.74357",081,"56-37 188 STREET, QUEENS, NY, 11365",739,Non_Exact,Match,40.74357,-73.78797,"56 188TH ST, FRESH MEADOWS, NY, 11365",L,NY,36,59711415,141700,11365
740,24Q560,Q,4,Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",Secondary School,1,24,24,47-07 30 PLACE,NY,11101,Ann Seifullah,718-472-5671,718-472-9117,"07,08,09,10,11,12,SE",QUEENS,47-07 30 PLACE,1006,QUEENS,"-73.93676,40.742954",081,"47-07 30 PLACE, QUEENS, NY, 11101",740,Non_Exact,Match,40.742954,-73.93676,"47 30TH PL, LONG IS CITY, NY, 11101",L,NY,36,59692186,019900,11101
741,02M313,M,1,M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",High school,1,2,2,351 WEST  18 STREET,NY,10011,Elijah Hawkes,212-627-2812,212-627-9803,"09,10,11,12,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",741,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
742,02M419,M,1,M419,LANDMARK HIGH SCHOOL,High school,1,2,2,351 WEST  18 STREET,NY,10011,TREVOR NAIDOO,212-647-7410,212-647-7416,"09,10,11,12,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",742,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
743,02M440,M,1,M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,High school,1,2,2,351 WEST  18 STREET,NY,10011,Lisa Ostrom,212-675-5350,212-255-5701,"09,10,11,12,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",743,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
744,02M605,M,1,M605,HUMANITIES PREPARATORY ACADEMY,High school,1,2,2,351 WEST  18 STREET,NY,10011,JULIE CONASON,212-929-4433,212-929-4445,"09,10,11,12,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",744,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
745,02M392,M,1,M392,MANHATTAN BUSINESS ACADEMY,High school,1,2,2,351 WEST  18 STREET,NY,10011,KAREN POLSONETTI,212-647-1983,212-647-1989,"09,10,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",745,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
746,02M422,M,1,M422,QUEST TO LEARN,Elementary,1,2,2,351 WEST  18 STREET,NY,10011,ELISA ARAGON,212-488-3645,212-679-4967,"06,07,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",746,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
747,02M437,M,1,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,High school,1,2,2,351 WEST  18 STREET,NY,10011,Nancy Amling,212-488-3330,212-488-3335,"09,SE",MANHATTAN,351 WEST  18 STREET,2001,MANHATTAN,"-74.002144,40.742867",061,"351 WEST  18 STREET, MANHATTAN, NY, 10011",747,Non_Exact,Match,40.742867,-74.002144,"351 W 18TH ST, NEW YORK, NY, 10011",R,NY,36,59659738,008900,10011
748,24Q012,Q,4,Q012,P.S. 012 JAMES B. COLGATE,Elementary,1,24,24,42-00 72 STREET,NY,11377,PATRICIA PERRY,718-424-5905,718-424-0207,"0K,01,02,03,04,05,SE",QUEENS,42-00 72 STREET,2001,QUEENS,"-73.892815,40.742683",081,"42-00 72 STREET, QUEENS, NY, 11377",748,Non_Exact,Match,40.742683,-73.892815,"42 72ND ST, WOODSIDE, NY, 11377",R,NY,36,59693932,048300,11377
749,24Q061,Q,4,Q061,I.S. 061 LEONARDO DA VINCI,Junior High-Intermediate-Middle,1,24,24,98-50 50 AVENUE,NY,11368,JOSEPH J LISA,718-760-3233,718-760-5220,"06,07,08,SE",QUEENS,98-50 50 AVENUE,1000,QUEENS,"-73.86331,40.742672",081,"98-50 50 AVENUE, QUEENS, NY, 11368",749,Non_Exact,Match,40.742672,-73.86331,"98 50TH AVE, FLUSHING, NY, 11368",R,NY,36,59704727,044302,11368
750,24Q600,Q,4,Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,High school,1,24,24,37-02 47 AVENUE,NY,11101,Melissa Burg,718-937-3010,718-392-8397,"09,10,11,12,SE",QUEENS,37-02 47 AVENUE,2001,QUEENS,"-73.92828,40.742214",081,"37-02 47 AVENUE, QUEENS, NY, 11101",750,Non_Exact,Match,40.742214,-73.92828,"37 47TH AVE, LONG IS CITY, NY, 11101",R,NY,36,59692481,018900,11101
751,02M312,M,1,M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,Junior High-Intermediate-Middle,1,2,2,333 WEST  17 STREET,NY,10011,MEGAN ADAMS,212-691-6119,212-691-6219,"06,07,08,SE",MANHATTAN,333 WEST  17 STREET,1000,MANHATTAN,"-74.00213,40.742096",061,"333 WEST  17 STREET, MANHATTAN, NY, 10011",751,Non_Exact,Match,40.742096,-74.00213,"333 W 17TH ST, NEW YORK, NY, 10011",R,NY,36,59659734,008300,10011
